s,i,t,current_level,current_growth,constant_level,constant_growth,name_short
49,34,2008,107.17115426920603,0.64037472182033,105.61508131881075,0.4218049339921046,Other personal services
49,34,2009,44.29096859657445,-0.5867267745822835,47.55717157821651,-0.5497123044893565,Other personal services
49,34,2010,65.81451121420132,0.48595782164248136,65.81451121420132,0.38390297467453993,Other personal services
49,34,2011,36.419819739881106,-0.4466293364794828,33.26975996488148,-0.49449202993241104,Other personal services
49,34,2012,37.78194401030014,0.037400631857808175,33.38134682684659,0.003354002616276608,Other personal services
49,34,2013,36.35247378877442,-0.037834745113592194,29.021727000969996,-0.13060047722132095,Other personal services
49,34,2014,78.44156045373808,1.1578052957144473,68.14924158684059,1.3482145492086954,Other personal services
49,34,2015,78.92519274873291,0.006165510887306436,79.01361643913373,0.15942033395117083,Other personal services
49,34,2016,51.647578048297916,-0.3456135328966038,60.36673845370848,-0.23599575396968986,Other personal services
49,34,2017,56.219020925108246,0.08851224102968347,59.44654452071891,-0.015243393242045156,Other personal services
49,34,2018,72.78707616026068,0.29470551003055445,75.48780477546727,0.26984344311480535,Other personal services
49,34,2019,78.97276040477445,0.08498327685115803,83.88923349150782,0.11129517861898308,Other personal services
49,34,2020,56.189450372785224,-0.2884958043154816,59.23932911095597,-0.29383871272404916,Other personal services
49,34,2021,70.19512223904418,0.24925803283960324,66.19421749407957,0.1174032266654641,Other personal services
49,34,2022,37.69428796468242,-0.4630070186883162,35.05473124715045,-0.470426079887027,Other personal services
49,35,2007,0,NA,0,NA,Private households
49,35,2008,0,NA,0,NA,Private households
49,35,2009,0,NA,0,NA,Private households
49,35,2010,0,NA,0,NA,Private households
49,35,2011,0,NA,0,NA,Private households
49,35,2012,0,NA,0,NA,Private households
49,35,2013,0,NA,0,NA,Private households
49,35,2014,0,NA,0,NA,Private households
49,35,2015,0,NA,0,NA,Private households
49,35,2016,0,NA,0,NA,Private households
49,35,2017,0,NA,0,NA,Private households
49,35,2018,0,NA,0,NA,Private households
49,35,2019,0,NA,0,NA,Private households
49,35,2020,0,NA,0,NA,Private households
49,35,2021,0,NA,0,NA,Private households
49,35,2022,0,NA,0,NA,Private households
